dataset,n,m,metodo,obtenido,optimo,gap_relativo,tiempo,k,iteraciones,porcentaje
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.510302,3,5,0.52
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.515736,3,5,0.53
instancias-tsplib,14,91,TABU_S,3490.0,3323,0.05025579295817033,0.536501,3,5,0.54
instancias-tsplib,14,91,TABU_S,3455.0,3323,0.039723141739392114,0.522778,3,5,0.55
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.55676,3,5,0.56
instancias-tsplib,14,91,TABU_S,3404.0,3323,0.024375564249172435,0.535354,3,5,0.57
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.559329,3,5,0.58
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.564913,3,5,0.59
instancias-tsplib,14,91,TABU_S,3416.0,3323,0.027986758952753536,0.57475,3,5,0.6
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.564355,3,5,0.61
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.577169,3,5,0.62
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.550007,3,5,0.63
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.553413,3,5,0.64
instancias-tsplib,14,91,TABU_S,3359.0,3323,0.010833584110743304,0.554657,3,5,0.65
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.551585,3,5,0.66
instancias-tsplib,14,91,TABU_S,3394.0,3323,0.021366235329521515,0.559941,3,5,0.67
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.591859,3,5,0.68
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.583304,3,5,0.69
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.555204,3,5,0.7
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.665449,3,5,0.71
instancias-tsplib,14,91,TABU_S,3323.0,3323,0.0,0.530817,3,5,0.72
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.594872,3,5,0.73
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.604498,3,5,0.74
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.639296,3,5,0.75
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.601975,3,5,0.76
instancias-tsplib,14,91,TABU_S,3371.0,3323,0.014444778814324405,0.606352,3,5,0.77
