dataset,n,m,metodo,obtenido,optimo,esperado,tiempo,k
malo-agm-vec,30,435,AGM,129.0,129,32,0.090117,"instancias/malo-agm-vec/MALO-AGM-VEC-(30, 100).txt"
malo-agm-vec,31,465,AGM,130.0,130,33,0.11561,"instancias/malo-agm-vec/MALO-AGM-VEC-(31, 100).txt"
malo-agm-vec,32,496,AGM,131.0,131,34,0.117578,"instancias/malo-agm-vec/MALO-AGM-VEC-(32, 100).txt"
malo-agm-vec,33,528,AGM,132.0,132,35,0.101697,"instancias/malo-agm-vec/MALO-AGM-VEC-(33, 100).txt"
malo-agm-vec,34,561,AGM,133.0,133,36,0.133054,"instancias/malo-agm-vec/MALO-AGM-VEC-(34, 100).txt"
malo-agm-vec,35,595,AGM,134.0,134,37,0.123478,"instancias/malo-agm-vec/MALO-AGM-VEC-(35, 100).txt"
malo-agm-vec,36,630,AGM,135.0,135,38,0.118699,"instancias/malo-agm-vec/MALO-AGM-VEC-(36, 100).txt"
malo-agm-vec,37,666,AGM,136.0,136,39,0.119306,"instancias/malo-agm-vec/MALO-AGM-VEC-(37, 100).txt"
malo-agm-vec,38,703,AGM,137.0,137,40,0.123386,"instancias/malo-agm-vec/MALO-AGM-VEC-(38, 100).txt"
malo-agm-vec,39,741,AGM,138.0,138,41,0.137138,"instancias/malo-agm-vec/MALO-AGM-VEC-(39, 100).txt"
malo-agm-vec,40,780,AGM,139.0,139,42,0.141996,"instancias/malo-agm-vec/MALO-AGM-VEC-(40, 100).txt"
malo-agm-vec,41,820,AGM,140.0,140,43,0.178899,"instancias/malo-agm-vec/MALO-AGM-VEC-(41, 100).txt"
malo-agm-vec,42,861,AGM,141.0,141,44,0.151204,"instancias/malo-agm-vec/MALO-AGM-VEC-(42, 100).txt"
malo-agm-vec,43,903,AGM,142.0,142,45,0.155625,"instancias/malo-agm-vec/MALO-AGM-VEC-(43, 100).txt"
malo-agm-vec,44,946,AGM,143.0,143,46,0.1674,"instancias/malo-agm-vec/MALO-AGM-VEC-(44, 100).txt"
malo-agm-vec,45,990,AGM,144.0,144,47,0.167664,"instancias/malo-agm-vec/MALO-AGM-VEC-(45, 100).txt"
malo-agm-vec,46,1035,AGM,145.0,145,48,0.168224,"instancias/malo-agm-vec/MALO-AGM-VEC-(46, 100).txt"
malo-agm-vec,47,1081,AGM,146.0,146,49,0.186766,"instancias/malo-agm-vec/MALO-AGM-VEC-(47, 100).txt"
malo-agm-vec,48,1128,AGM,147.0,147,50,0.199238,"instancias/malo-agm-vec/MALO-AGM-VEC-(48, 100).txt"
malo-agm-vec,49,1176,AGM,148.0,148,51,0.1929,"instancias/malo-agm-vec/MALO-AGM-VEC-(49, 100).txt"
malo-agm-vec,50,1225,AGM,149.0,149,52,0.21363,"instancias/malo-agm-vec/MALO-AGM-VEC-(50, 100).txt"
malo-agm-vec,51,1275,AGM,150.0,150,53,0.240331,"instancias/malo-agm-vec/MALO-AGM-VEC-(51, 100).txt"
malo-agm-vec,52,1326,AGM,151.0,151,54,0.242992,"instancias/malo-agm-vec/MALO-AGM-VEC-(52, 100).txt"
malo-agm-vec,53,1378,AGM,152.0,152,55,0.220819,"instancias/malo-agm-vec/MALO-AGM-VEC-(53, 100).txt"
malo-agm-vec,54,1431,AGM,153.0,153,56,0.232314,"instancias/malo-agm-vec/MALO-AGM-VEC-(54, 100).txt"
malo-agm-vec,55,1485,AGM,154.0,154,57,0.246925,"instancias/malo-agm-vec/MALO-AGM-VEC-(55, 100).txt"
malo-agm-vec,56,1540,AGM,155.0,155,58,0.24429,"instancias/malo-agm-vec/MALO-AGM-VEC-(56, 100).txt"
malo-agm-vec,57,1596,AGM,156.0,156,59,0.256849,"instancias/malo-agm-vec/MALO-AGM-VEC-(57, 100).txt"
malo-agm-vec,58,1653,AGM,157.0,157,60,0.267364,"instancias/malo-agm-vec/MALO-AGM-VEC-(58, 100).txt"
malo-agm-vec,59,1711,AGM,158.0,158,61,0.279611,"instancias/malo-agm-vec/MALO-AGM-VEC-(59, 100).txt"
malo-agm-vec,60,1770,AGM,159.0,159,62,0.277901,"instancias/malo-agm-vec/MALO-AGM-VEC-(60, 100).txt"
malo-agm-vec,61,1830,AGM,160.0,160,63,0.315944,"instancias/malo-agm-vec/MALO-AGM-VEC-(61, 100).txt"
malo-agm-vec,62,1891,AGM,161.0,161,64,0.286201,"instancias/malo-agm-vec/MALO-AGM-VEC-(62, 100).txt"
malo-agm-vec,63,1953,AGM,162.0,162,65,0.351854,"instancias/malo-agm-vec/MALO-AGM-VEC-(63, 100).txt"
malo-agm-vec,64,2016,AGM,163.0,163,66,0.339133,"instancias/malo-agm-vec/MALO-AGM-VEC-(64, 100).txt"
malo-agm-vec,65,2080,AGM,164.0,164,67,0.31511,"instancias/malo-agm-vec/MALO-AGM-VEC-(65, 100).txt"
malo-agm-vec,66,2145,AGM,165.0,165,68,0.336657,"instancias/malo-agm-vec/MALO-AGM-VEC-(66, 100).txt"
malo-agm-vec,67,2211,AGM,166.0,166,69,0.347581,"instancias/malo-agm-vec/MALO-AGM-VEC-(67, 100).txt"
malo-agm-vec,68,2278,AGM,167.0,167,70,0.434825,"instancias/malo-agm-vec/MALO-AGM-VEC-(68, 100).txt"
malo-agm-vec,69,2346,AGM,168.0,168,71,0.405509,"instancias/malo-agm-vec/MALO-AGM-VEC-(69, 100).txt"
malo-agm-vec,70,2415,AGM,169.0,169,72,0.363637,"instancias/malo-agm-vec/MALO-AGM-VEC-(70, 100).txt"
malo-agm-vec,71,2485,AGM,170.0,170,73,0.353517,"instancias/malo-agm-vec/MALO-AGM-VEC-(71, 100).txt"
malo-agm-vec,72,2556,AGM,171.0,171,74,0.378201,"instancias/malo-agm-vec/MALO-AGM-VEC-(72, 100).txt"
malo-agm-vec,73,2628,AGM,172.0,172,75,0.425755,"instancias/malo-agm-vec/MALO-AGM-VEC-(73, 100).txt"
malo-agm-vec,74,2701,AGM,173.0,173,76,0.428666,"instancias/malo-agm-vec/MALO-AGM-VEC-(74, 100).txt"
malo-agm-vec,75,2775,AGM,174.0,174,77,0.418065,"instancias/malo-agm-vec/MALO-AGM-VEC-(75, 100).txt"
malo-agm-vec,76,2850,AGM,175.0,175,78,0.429167,"instancias/malo-agm-vec/MALO-AGM-VEC-(76, 100).txt"
malo-agm-vec,77,2926,AGM,176.0,176,79,0.531976,"instancias/malo-agm-vec/MALO-AGM-VEC-(77, 100).txt"
malo-agm-vec,78,3003,AGM,177.0,177,80,0.428767,"instancias/malo-agm-vec/MALO-AGM-VEC-(78, 100).txt"
malo-agm-vec,79,3081,AGM,178.0,178,81,0.520966,"instancias/malo-agm-vec/MALO-AGM-VEC-(79, 100).txt"
malo-agm-vec,80,3160,AGM,179.0,179,82,0.463447,"instancias/malo-agm-vec/MALO-AGM-VEC-(80, 100).txt"
malo-agm-vec,81,3240,AGM,180.0,180,83,0.550818,"instancias/malo-agm-vec/MALO-AGM-VEC-(81, 100).txt"
malo-agm-vec,82,3321,AGM,181.0,181,84,0.482676,"instancias/malo-agm-vec/MALO-AGM-VEC-(82, 100).txt"
malo-agm-vec,83,3403,AGM,182.0,182,85,0.482633,"instancias/malo-agm-vec/MALO-AGM-VEC-(83, 100).txt"
malo-agm-vec,84,3486,AGM,183.0,183,86,0.541092,"instancias/malo-agm-vec/MALO-AGM-VEC-(84, 100).txt"
malo-agm-vec,85,3570,AGM,184.0,184,87,0.519858,"instancias/malo-agm-vec/MALO-AGM-VEC-(85, 100).txt"
malo-agm-vec,86,3655,AGM,185.0,185,88,0.527045,"instancias/malo-agm-vec/MALO-AGM-VEC-(86, 100).txt"
malo-agm-vec,87,3741,AGM,186.0,186,89,0.549339,"instancias/malo-agm-vec/MALO-AGM-VEC-(87, 100).txt"
malo-agm-vec,88,3828,AGM,187.0,187,90,0.517715,"instancias/malo-agm-vec/MALO-AGM-VEC-(88, 100).txt"
malo-agm-vec,89,3916,AGM,188.0,188,91,0.584795,"instancias/malo-agm-vec/MALO-AGM-VEC-(89, 100).txt"
malo-agm-vec,90,4005,AGM,189.0,189,92,0.693994,"instancias/malo-agm-vec/MALO-AGM-VEC-(90, 100).txt"
malo-agm-vec,91,4095,AGM,190.0,190,93,0.589914,"instancias/malo-agm-vec/MALO-AGM-VEC-(91, 100).txt"
malo-agm-vec,92,4186,AGM,191.0,191,94,0.589524,"instancias/malo-agm-vec/MALO-AGM-VEC-(92, 100).txt"
malo-agm-vec,93,4278,AGM,192.0,192,95,0.622266,"instancias/malo-agm-vec/MALO-AGM-VEC-(93, 100).txt"
malo-agm-vec,94,4371,AGM,193.0,193,96,0.637962,"instancias/malo-agm-vec/MALO-AGM-VEC-(94, 100).txt"
malo-agm-vec,95,4465,AGM,194.0,194,97,0.627791,"instancias/malo-agm-vec/MALO-AGM-VEC-(95, 100).txt"
malo-agm-vec,96,4560,AGM,195.0,195,98,0.639824,"instancias/malo-agm-vec/MALO-AGM-VEC-(96, 100).txt"
malo-agm-vec,97,4656,AGM,196.0,196,99,0.682391,"instancias/malo-agm-vec/MALO-AGM-VEC-(97, 100).txt"
malo-agm-vec,98,4753,AGM,197.0,197,100,0.679606,"instancias/malo-agm-vec/MALO-AGM-VEC-(98, 100).txt"
malo-agm-vec,99,4851,AGM,198.0,198,101,0.721105,"instancias/malo-agm-vec/MALO-AGM-VEC-(99, 100).txt"
